Beta max,Beta min,Beta mean,Beta std d,Beta Var,Alpha max,Alpha min,Alpha mean,Alpha std d,Alpha Var,Theta max,Theta min,Theta mean,Theta std d,Theta Var,Delta max,Delta min,Delta mean,Delta std d,Delta Var,Number
8.23063629,8.337613288,5.682949107,37.51489277,2.16E-08,1.30E-05,2.73E-07,6.93E-05,0.143874636,0.055822153,0.045176365,0.158961608,0.751675497,0.552052034,0.426551339,1.912783533,0.565016053,0.304761448,0.181946045,3.658740845,0
33.84546496,24.73895182,22.02184303,5.345597459,6.02E-11,8.59E-07,4.44E-06,6.53E-06,0.388186062,0.148209538,0.128551646,0.019911799,2.228833722,1.635963223,1.188560983,0.261566278,4.96769976,2.676375668,1.412677211,0.068416918,0
13.11767475,26.19742969,6.800592038,35.86380861,1.02E-09,0.000157034,1.45E-07,0.000164491,0.217630706,0.140906589,0.057805784,0.220099246,1.113975692,1.424979103,0.522707321,2.37735754,1.240941843,2.030565444,0.273222944,5.651828873,0
12.34424576,63.12368238,442.6406289,1786.933386,2.95E-06,1.21E-06,3.52E-07,2.56E-05,0.291652004,0.251912813,1.439936421,6.091871965,1.376494099,3.211272936,21.34726566,89.69135521,1.894736005,10.31227387,455.705751,8044.539199,0
33.54361942,20.38424371,128.4638787,68.13125571,0.000500475,1.50E-05,2.78E-07,4.95E-05,0.553520488,0.117836927,0.720590001,0.427224065,3.138282356,1.275979987,8.175092757,4.812993432,9.848816148,1.628124926,66.83214158,23.16490578,0
24.14745638,54.86891994,46.3469286,162.6275465,0.000513865,3.07E-05,3.63E-05,0.000346578,0.341048236,0.326401393,0.267565219,1.185694784,1.999381189,3.208351875,2.690524028,12.05102856,3.997525137,10.29352175,7.238919547,145.2272894,0
14.472813,19.78075457,30.4786552,40.19262824,4.92E-09,2.13E-06,4.26E-05,2.16E-05,0.270430781,0.097881382,0.143533165,0.263687219,1.409723067,1.107990884,1.679816201,2.852944272,1.987319126,1.227643799,2.82178247,8.139291021,0
33.92593144,26.11697272,19.32388492,155.6940967,1.33E-08,1.13E-05,1.24E-06,7.76E-05,0.278960674,0.168230895,0.129442623,0.695768456,2.084053182,1.566016858,1.34461681,8.687806589,4.343277664,2.452408799,1.807994365,75.47798332,0
28.11866022,59.18695713,12.83981278,50.00885235,2.36E-09,3.00E-06,4.29E-07,2.33E-06,0.485687977,0.26741494,0.071378345,0.179291667,2.473380188,3.064546006,0.77230711,2.477613509,6.117609553,9.391442222,0.596458272,6.138568702,0
14.19506121,18.81616535,19.98776652,81.40797885,2.50E-06,1.78E-05,1.82E-06,0.000219776,0.22882142,0.164213101,0.136418145,0.329705279,1.171385029,1.40969908,1.303796552,4.000197311,1.372142886,1.987251496,1.699885449,16.00157853,0
31.45364706,31.85316612,42.67932282,13.40144462,0.000113435,1.17E-05,1.46E-10,2.51E-05,0.420473596,0.225846215,0.248911029,0.048233183,2.438828748,2.003307984,2.615885648,0.641655751,5.947885661,4.013242878,6.842857726,0.411722103,0
20.56634008,20.04413176,172.2733801,394.5021245,0.00038587,4.76E-05,2.23E-06,1.36E-05,0.243872472,0.163673532,0.546162402,1.435491477,1.343138089,1.54822344,7.933226471,19.06134645,1.804019927,2.39699582,62.93608224,363.3349286,0
12.53806845,19.34450954,18.40864629,24.43991874,1.53E-06,2.24E-05,2.90E-05,9.35E-05,0.215323873,0.094339504,0.075471035,0.092109472,1.080955601,1.182960397,0.898476675,1.16898404,1.168465012,1.399395301,0.807260335,1.366523686,0
199.4994584,256.4675409,746.5320832,966.123917,1.27E-05,1.34E-06,1.99E-05,0.000191674,1.910181477,1.664130981,4.485857903,4.50009426,11.94898927,16.973706,43.15548087,52.73609366,142.7783445,288.1066953,1862.395529,2781.095574,0
28.44412428,9.745271108,18.40099253,6.940086173,3.88E-06,1.68E-05,7.75E-07,3.85E-05,0.373987657,0.068031226,0.135300413,0.061705645,2.1177089,0.641213555,1.342153129,0.56367548,4.484690984,0.411154823,1.801375022,0.317730046,0
14.94954446,12.2632742,33.92700059,28.8378917,0.000242595,3.26E-05,1.05E-05,0.000121858,0.307910264,0.093460933,0.15094978,0.143648282,1.529903295,0.841518258,1.790057451,1.625228373,2.340604092,0.708152979,3.204305678,2.641367264,0
95.91098691,110.6075058,161.2815076,221.5587926,6.44E-05,3.10E-05,7.83E-05,0.000151888,1.448943869,0.56440184,0.773208892,1.163580802,8.034141449,5.912944375,9.218393423,13.30845289,64.54742883,34.96291118,84.9787773,177.1149182,0
18.06726329,24.6333048,59.10921039,135.0449874,3.92E-05,2.22E-06,2.37E-05,0.000438254,0.388370006,0.160918346,0.291738719,0.54517578,1.809565987,1.529838757,3.24712626,7.393459882,3.27452906,2.340406623,10.54382895,54.66324903,0
25.5336714,39.46959108,60.36484944,765.3023773,1.34E-06,4.02E-05,1.23E-07,0.000252957,0.40226999,0.242826328,0.321851687,5.041680851,2.173162369,2.475725762,3.417933479,56.57004209,4.722634682,6.12921805,11.68226926,3200.169662,0
18.32518216,26.96658035,50.7031522,312.0647151,0.00011004,3.48E-06,0.000117324,1.58E-05,0.362627412,0.168704944,0.243667812,2.117006974,1.79865845,1.668321595,2.627512117,22.04545685,3.235172222,2.783296944,6.903819924,486.0021676,0
53.88632415,56.23571032,197.1948669,235.4498491,5.46E-07,0.00011893,9.94E-05,0.000148135,0.443094566,0.398088376,1.136842133,1.558375295,2.91495396,3.823352323,11.98198767,16.31434724,8.496956589,14.61802299,143.5680285,266.1579259,0
15.47549483,11.70608852,17.92734121,13.10796351,4.04E-06,9.63E-07,5.45E-08,2.53E-08,0.312666859,0.074705643,0.097883949,0.06677065,1.602514823,0.748794879,1.041127673,0.767949781,2.568053759,0.560693771,1.083946831,0.589746866,0
12.84205988,12.58374643,32.89829537,539.3316847,2.68E-05,1.47E-06,1.30E-06,2.70E-06,0.304623315,0.081014907,0.151385666,3.322198256,1.358587677,0.812836771,1.736237332,35.58819144,1.845760476,0.660703616,3.014520072,1266.51937,0
27.29793668,23.60728805,73.13759104,43.57454536,0.000793132,7.24E-05,5.59E-05,0.000117001,0.342932398,0.13932052,0.412242727,0.178569483,1.911627041,1.461521129,4.021794341,2.196471517,3.654317943,2.136044011,16.17482972,4.824487124,0
10.15612261,10.24454705,33.14007175,32.57922429,1.48E-06,1.05E-06,1.42E-07,0.000147066,0.291836917,0.050517744,0.211472913,0.24449512,1.391991248,0.587621523,2.109356071,2.417534223,1.937639634,0.345299055,4.449383036,5.844471719,0
18.47248139,69.19081101,48.98144184,48.50643325,8.54E-08,9.81E-06,1.94E-06,3.53E-05,0.279094223,0.49386916,0.258261724,0.164424047,1.577965756,4.751999401,2.631330845,2.310755577,2.489975928,22.58149831,6.923902015,5.339591337,0
85.40987108,91.0852793,86.61342197,52.66237468,4.39E-06,0.000461897,1.18E-05,0.000187989,1.300942497,0.566723707,0.489597012,0.278879419,7.343784457,5.217948613,5.127633472,3.110640223,53.93117014,27.22698772,26.29262502,9.676082595,0
32.68614226,40.52781561,49.44808633,166.2463315,3.94E-05,2.34E-09,1.31E-06,3.70E-05,0.418503716,0.221837435,0.408500102,0.780965296,2.35571512,2.351308661,3.748305366,8.986263504,5.549393729,5.528652421,14.04979311,80.75293177,0
15.38376911,47.64109521,28.58165649,60.25742815,0.000114783,2.22E-06,4.44E-05,1.94E-05,0.30556891,0.321701875,0.226744037,0.345951686,1.511455874,3.358049057,2.134753316,3.82040246,2.28449886,11.27649347,4.55717172,14.59547496,0
21.40814776,24.27578353,124.8840877,134.9908676,2.62E-05,2.00E-05,1.65E-08,0.000243029,0.465214756,0.111461081,0.631949452,0.521317436,2.278195791,1.203024909,7.422845546,7.023728813,5.19017606,1.447268931,55.09863599,49.33276643,0
157.5466326,152.4668031,576.5919099,770.8769034,3.49E-07,0.000211701,0.000201102,4.66E-05,2.387223548,1.082616376,2.346612386,2.029882701,13.61712816,11.08441892,28.15182905,34.71127372,185.4261794,122.8643427,792.5254788,1204.872523,0
67.62804963,107.0858023,409.2904957,6797.160481,0.00048838,4.54E-06,6.04E-06,0.000262931,0.793237927,0.756548384,1.646122137,19.51899698,4.300360178,6.755044841,19.44480611,308.8764308,18.49309766,45.6306308,378.1004846,95404.6495,0
31.72152248,81.06150787,126.4326403,1446.668934,9.42E-06,1.61E-05,7.87E-06,0.000233913,0.672143429,0.482866338,0.560954394,4.363079397,3.309754209,4.816251882,6.986837213,69.28431361,10.95447293,23.19628219,48.81589424,4800.316112,0
59.42626903,369.680407,1407.807292,3631.17585,0.000130933,2.71E-06,0.000100725,0.000643683,0.952245011,2.265556896,4.421633609,22.19611948,4.844027495,21.54049279,64.05956794,257.4468583,23.46460237,463.9928295,4103.628244,66278.88483,0
172.5868504,133.3642321,2117.262198,3555.94359,0.000502718,0.001065185,0.002832954,0.000204704,2.852899992,1.381488397,8.996474019,26.71333316,14.33846273,11.19922602,103.5889264,265.7180335,205.5915136,125.4226633,10730.66567,70606.07335,0
51.43094953,65.22391583,209.703602,369.0611659,2.15E-06,2.89E-05,5.37E-05,3.37E-05,0.614754389,0.290977726,0.831739571,1.68152311,3.469162475,3.313502299,10.19848183,20.21741844,12.03508828,10.97929749,104.0090316,408.7440082,0
22.75715493,37.98445419,32.09819341,41.11181757,3.78E-06,8.59E-05,1.35E-05,0.000101776,0.2816826,0.178625918,0.156376956,0.178805544,1.528720566,2.014655062,1.721729311,2.346552988,2.336986569,4.058835019,2.964351819,5.506310927,0
71.88479189,122.6248861,122.0041917,188.2582036,0.000159876,0.000472717,0.00011021,0.000772534,1.029723624,0.676522595,0.773859541,0.892098273,5.429955504,7.49266854,6.774666131,10.2824388,29.48441678,56.14008185,45.89610118,105.7285477,0
22.71201784,10.53752797,25.19293492,16.34215084,1.71E-05,1.29E-06,1.13E-06,3.55E-06,0.295023853,0.057499256,0.137371376,0.066406245,1.767942771,0.566490765,1.373023628,0.81682232,3.125621643,0.320911787,1.885193884,0.667198702,0
18.19253684,8.576115225,29.65084759,17.41756475,4.12E-07,2.51E-05,2.44E-07,1.79E-06,0.230670346,0.072691495,0.129661807,0.065773002,1.288883602,0.633491448,1.607652351,0.862098824,1.661220938,0.401311415,2.58454608,0.743214382,0
20.88169927,33.3591153,24.01928758,40.32428631,0.000329474,1.25E-06,2.03E-05,3.53E-05,0.299632374,0.13017032,0.09750738,0.160038099,1.671643413,1.656841321,1.202089393,1.963944871,2.7943917,2.745123162,1.445018909,3.857079455,0
17.67579153,30.49762747,10.74063682,23.39372073,8.86E-07,4.91E-05,1.08E-05,1.89E-05,0.272437342,0.150953799,0.094699974,0.084254798,1.499097981,1.642519642,0.76897516,1.142458674,2.247294757,2.697870775,0.591322797,1.305211823,0
61.53404284,165.9646165,160.1858725,340.865887,0.000565359,2.39E-05,3.50E-06,0.000120764,0.903645856,1.001080288,0.890517773,0.984356216,5.224503531,10.85646866,10.02052701,15.66470164,27.29543715,117.8629118,100.4109615,245.3828773,0
37.6256404,36.85341962,546.3772246,188.3405927,0.000124184,6.53E-06,5.52E-05,0.000195116,0.498966721,0.259904796,1.837546626,0.683289967,2.642523237,2.551786551,27.14640095,9.379187194,6.982929059,6.511614602,736.9270844,87.96915242,0
77.95439854,372.221057,1774.565717,9102.17998,3.46E-05,2.15E-05,0.000144397,0.000937353,0.890583209,1.921690583,9.979365266,38.35920013,5.231020109,23.20558804,102.0479162,463.6185288,27.36357138,538.4993163,10413.7772,214942.1403,0
402.7414581,1528.885018,7074.478316,8049.567399,7.48E-07,0.000254788,0.001338208,0.002935178,6.345502064,10.93161061,46.5619148,19.87703832,34.33592109,105.1116117,480.0392508,359.5152725,1178.955477,11048.45091,230437.6823,129251.2312,0
11.59171652,93.1761613,23.48610277,13.39966855,8.61E-05,9.75E-05,3.18E-05,1.17E-08,0.243988153,0.430349755,0.163773964,0.082036852,1.254125729,4.76859344,1.460969911,0.868976783,1.572831345,22.7394834,2.134433082,0.75512065,0
15.9120797,27.22071982,33.37867622,81.27496733,5.56E-05,0.000105878,6.40E-06,1.15E-05,0.277450251,0.196016339,0.264027582,0.478862058,1.495270541,1.794813672,2.431265219,5.485950099,2.23583399,3.221356118,5.911050566,30.09564849,0
11.67333713,10.93539445,10.71458274,50.8498396,9.72E-06,3.13E-06,5.58E-06,7.58E-05,0.204153256,0.067578364,0.067769136,0.214432725,1.128479033,0.662458314,0.668251435,2.742567417,1.273464929,0.438851018,0.44655998,7.521676035,0
23.76600569,12.38088524,47.18162869,29.04939864,1.86E-06,9.41E-06,4.58E-06,1.98E-05,0.196906989,0.066217835,0.221559812,0.15309383,1.255540053,0.642361186,2.484360979,1.910086369,1.576380824,0.412627894,6.172049472,3.648429936,0
8.368070332,23.79265739,46.73492544,57.7826007,1.87E-05,1.00E-05,4.11E-07,7.98E-05,0.163926273,0.111974468,0.210441359,0.232740158,0.832044697,1.367153502,2.588227517,3.200216523,0.692298378,1.869108698,6.69892168,10.2413858,0
15.21098222,17.46566184,51.91137245,170.3608959,6.17E-07,6.30E-06,2.39E-06,4.50E-05,0.217522477,0.101558707,0.384127721,1.25319953,1.126653633,0.9687667,3.753657656,12.96918503,1.269348409,0.938508918,14.0899458,168.1997603,0
14.82780848,32.63606117,32.62531795,146.5528524,3.21E-07,9.78E-06,2.78E-05,0.000147154,0.24608113,0.200423739,0.217141989,0.620838101,1.214819714,1.898395689,1.955320359,7.645453531,1.475786936,3.603906193,3.823277705,58.4529597,0
111.5098892,311.497989,1086.15339,13305.76217,0.002318429,2.91E-05,6.74E-05,0.012172756,0.948864479,1.151834927,7.056190672,54.18717292,5.944046767,14.69611434,70.26547434,688.0851472,35.33169197,215.9757766,4937.236884,473461.1698,0
22.4544673,13.1239826,105.2183701,742.699978,8.03E-06,1.27E-05,3.64E-06,0.000380532,0.250520406,0.083582157,0.566878571,4.287784033,1.402579691,0.789526109,5.602703373,51.55771414,1.967229791,0.623351477,31.39028509,2658.197888,0
15.02301537,19.80121952,30.35576405,32.84740871,1.04E-06,3.55E-06,5.61E-05,3.49E-05,0.258062181,0.182548543,0.171589857,0.143121982,1.313522822,1.555126654,1.608647163,1.734483668,1.725342203,2.418418909,2.587745696,3.008433594,0
18.76875854,58.93274146,23.22919583,23.63365257,2.94E-06,5.29E-05,9.79E-06,3.60E-05,0.260817434,0.182845312,0.135820182,0.101872084,1.506740869,2.681806468,1.401926959,1.325278051,2.270268045,7.19208593,1.965399197,1.756361913,0
29.43723988,42.46252197,20.80479976,34.14388488,0.000179418,7.93E-06,6.62E-06,8.47E-05,0.370633398,0.248068558,0.171628211,0.127969212,2.049059863,2.543028998,1.481015815,1.658494535,4.198646322,6.466996484,2.193407843,2.750604124,0
16.07457328,8.077907476,10.00884239,42.83428179,4.52E-09,9.15E-06,7.79E-06,5.29E-05,0.243768927,0.075526079,0.063193867,0.137229057,1.37540858,0.65421553,0.647555935,1.961059033,1.891748761,0.42799796,0.419328689,3.84575253,0
8.656620545,9.682460631,8.474870067,12.91893934,0.000183819,5.91E-07,3.48E-09,3.47E-06,0.145492632,0.070858409,0.030881952,0.059387537,0.732158677,0.717613986,0.404611007,0.757048596,0.536056328,0.514969833,0.163710067,0.573122576,0
13.605493,5.847406781,17.04590509,17.25768148,9.55E-06,1.87E-05,4.80E-08,8.97E-05,0.155677996,0.0378763,0.122134108,0.142901926,0.902732662,0.361498958,1.225483216,1.376584257,0.814926259,0.130681497,1.501809112,1.894984217,0
25.98888651,82.43870025,96.05539305,231.4376594,5.87E-05,1.19E-06,8.12E-06,0.000657701,0.363141649,0.250244943,0.772918685,1.739431549,2.042807535,3.719878897,7.140233677,18.3576512,4.173062627,13.83749901,50.98293696,337.0033576,0
10.06748844,17.78049199,20.78625208,101.3107097,2.45E-06,1.09E-05,8.36E-07,0.000156315,0.148413274,0.097974337,0.060851824,0.428481501,0.816777235,0.979441383,0.941317265,5.204813442,0.667125051,0.959305423,0.886078193,27.09008297,0
14.52367175,15.74372514,56.2613077,35.91771956,9.64E-05,5.47E-05,5.86E-08,4.45E-05,0.156708425,0.107419273,0.190612161,0.260881716,0.893132995,1.002266006,2.62394407,2.642528868,0.797686546,1.004537148,6.885082485,6.982958817,0
15.35424392,13.38218322,9.873465869,33.41783516,4.11E-07,1.83E-06,1.71E-05,0.000169778,0.191736805,0.093843227,0.054685291,0.236492038,1.138583651,0.893907663,0.611359286,2.475267287,1.296372731,0.79907091,0.373760176,6.126948144,0
6.962504195,10.41218667,17.31117533,2.449302982,1.73E-08,9.03E-09,9.89E-06,4.04E-06,0.143700075,0.067719924,0.083939731,0.01572769,0.716764818,0.669441643,0.873249114,0.168827725,0.513751804,0.448152113,0.762564015,0.028502801,0
14.52088371,18.85588478,15.76503457,62.35017959,2.13E-10,3.20E-05,5.50E-06,6.02E-05,0.179215009,0.08898154,0.128161249,0.214606957,1.068545735,0.992834591,1.050403423,2.94957902,1.141789988,0.985720525,1.103347352,8.700016393,0
6.798874192,6.284978321,19.15374446,49.88819703,3.75E-06,5.29E-06,2.92E-06,3.17E-05,0.144476551,0.035851824,0.121420753,0.216826804,0.706981031,0.374909529,1.246061385,2.828777653,0.499822178,0.140557155,1.552668976,8.001983011,0
24.96049704,42.91667722,20.87382262,69.22285086,7.97E-06,3.33E-05,2.76E-06,0.000129328,0.335094465,0.202618979,0.096464214,0.194046218,1.928023872,2.161134821,1.065408215,3.106105281,3.717276053,4.670503713,1.135094664,9.647890016,0
46.99909811,15.44193758,14.45361945,40.42009368,2.03E-06,9.19E-06,1.27E-06,3.26E-05,0.393503837,0.084412796,0.112962349,0.119624268,2.512703637,0.96209941,1.057548284,1.843979861,6.313679569,0.925635274,1.118408373,3.400261729,0
139.4985445,35.01827176,71.02948577,481.5147635,8.61E-06,4.01E-05,5.69E-05,2.88E-07,1.668957836,0.224509825,0.654059279,2.215496177,9.588156666,2.046838662,5.58833506,27.09290142,91.93274825,4.18954851,31.22948874,734.0253073,0
23.91828037,36.54171149,120.496316,1319.615616,3.09E-06,0.000236088,2.19E-05,0.000394847,0.363109363,0.318559838,0.732474218,5.942913957,2.023035734,2.876453758,8.078051227,72.70449113,4.09267358,8.273986219,65.25491162,5285.94303,0
39.01014717,9.427643507,33.77992171,8.17975158,2.90E-05,1.52E-05,1.73E-07,7.35E-08,0.388781193,0.07789582,0.140117524,0.026880344,2.414468041,0.714920142,1.686006128,0.381387425,5.82965592,0.51111081,2.842616663,0.145456368,0
10.35574348,35.45289044,75.89058829,38.16464222,6.44E-09,4.71E-09,2.17E-05,1.28E-05,0.150908322,0.1853786,0.2126724,0.220468334,0.864596704,1.98585541,3.400214977,2.26617035,0.747527461,3.943621711,11.56146189,5.135528057,0
105.6426446,144.3245507,1526.430009,3790.707029,5.27E-06,6.81E-05,7.70E-06,0.000179771,1.674200993,1.030867187,6.364901697,19.63556459,9.413151397,10.05691331,73.15103416,239.022973,88.60741922,101.1415054,5351.073798,57131.98163,0
78.79387784,188.8055906,872.7931735,3667.552931,0.001331616,7.33E-06,2.33E-06,0.005044723,1.06052007,1.206624788,4.984724931,20.97075663,6.232172769,12.2574483,52.92488532,237.9870717,38.83997743,150.2450388,2801.043486,56637.8463,0
509.6544788,925.4187467,869.8600179,13164.94046,1.82E-05,0.000679381,0.000206268,0.00043067,7.858057288,6.361688821,7.568933973,57.81100655,44.19559068,60.19693959,67.59844427,754.2489676,1953.250235,3623.671536,4569.549668,568891.5052,0
433.5809027,252.1836731,2313.897211,2900.265935,0.002827025,1.05E-05,0.000675368,0.000266534,3.281464797,2.225534465,13.11465421,14.53166179,23.87644376,19.91721094,143.7792029,170.3172997,570.0845667,396.6952915,20672.45918,29007.98256,0
163.6038251,322.7555467,1281.880604,535.8739016,1.28E-08,0.001304719,0.000330637,6.66E-05,2.62832515,2.428501239,6.930497636,3.001623082,13.46652237,21.5680784,75.36402936,32.51750652,181.3472248,465.1820059,5679.736922,1057.38823,0
253.2479197,467.4673522,2733.234431,7160.154312,0.000113687,1.79E-05,1.39E-05,0.001545057,4.054355126,2.576548118,19.14900755,25.72086016,22.12121619,26.13463534,176.7992167,344.5677962,489.3482056,683.0191642,31257.96303,118726.9662,0
10.21121034,7.423558654,12.41314808,27.35371003,0.000161661,1.51E-05,3.52E-06,8.03E-05,0.229921113,0.063147523,0.081054589,0.160413199,1.105295309,0.572077733,0.824819757,1.785297369,1.221677721,0.327272933,0.680327632,3.187286694,0
19.48939411,12.85443008,7.635622972,27.76669069,1.86E-08,1.11E-06,9.58E-08,8.22E-08,0.352226345,0.104105326,0.057380687,0.097767025,1.778930926,1.051952326,0.553741861,1.366613046,3.16459524,1.106603697,0.306630048,1.867631218,0
15.35987804,40.48602171,29.08119859,36.61060252,7.99E-06,1.67E-05,4.78E-06,0.000108417,0.265287863,0.190027198,0.170479298,0.196323346,1.372052194,2.256495019,1.676027668,2.319592304,1.882527222,5.09176977,2.809068743,5.380508455,0
9.261044425,23.27666257,16.39659593,48.77617,3.49E-05,3.01E-05,2.95E-05,0.000228127,0.194197647,0.103362233,0.10691533,0.208525028,0.98017662,1.202692782,0.980903485,2.577397385,0.960746207,1.446469929,0.962171647,6.642977279,0
15.33568108,21.4948633,15.33168642,21.13094108,0.00018884,1.35E-05,2.74E-08,1.98E-05,0.357090894,0.10040568,0.12402477,0.079408986,1.787332111,1.149177349,1.13944398,1.041598415,3.194556077,1.32060858,1.298332584,1.084927258,0
23.8587374,6.77616921,15.70017948,51.99869417,3.30E-07,4.84E-07,5.30E-06,0.000185744,0.312922164,0.060885319,0.100801556,0.282073801,1.813709919,0.542720916,1.039455024,3.18260413,3.28954367,0.294545993,1.080466746,10.12896905,0
31.95796352,28.7682556,21.49545954,37.66849181,8.58E-05,3.04E-07,7.61E-07,4.77E-06,0.566119687,0.124381268,0.163766013,0.129544122,2.869902702,1.481375312,1.492618874,1.830595136,8.236341519,2.194472814,2.227911103,3.351078553,0
17.98117488,27.22775768,11.91774129,37.45154033,9.14E-07,1.35E-06,3.92E-06,0.000116696,0.30565535,0.124488611,0.074276926,0.205024043,1.56578847,1.331205516,0.704589755,2.414449273,2.451693532,1.772108127,0.496446723,5.82956529,0
25.84593259,15.33836976,19.86331145,24.64640169,0.000666156,4.04E-06,2.14E-05,2.01E-05,0.369449022,0.085238495,0.147870034,0.069339561,2.046341571,0.87640688,1.495195878,1.121619804,4.187513826,0.76808902,2.235610715,1.258030984,0
27.91000941,15.16990961,23.30421381,19.29482791,9.14E-06,2.09E-05,1.64E-06,5.23E-06,0.435385698,0.096184982,0.101321966,0.078896451,2.451896515,0.952124928,1.224967003,1.048343963,6.011796518,0.906541878,1.500544158,1.099025065,0
8.428366673,10.79611373,29.63800459,32.6936898,0.000268961,0.000308876,2.55E-05,0.00010211,0.202140162,0.109679024,0.194180221,0.164350189,0.983939983,0.784474679,1.917849066,1.915368495,0.96813789,0.615400523,3.678145041,3.668636471,0
456.1448198,281.1443046,792.0709274,4179.624912,0.000194419,0.000158367,1.08E-05,0.000914072,5.802131858,2.49666172,6.407323454,14.70972015,36.45970113,21.24442271,61.48215107,209.3733003,1329.309807,451.3254963,3780.0549,43837.17888,0
86.52758387,235.1828033,530.018746,214.4945799,0.000342794,9.55E-05,3.37E-06,8.20E-05,1.015666867,1.742221955,4.117966556,0.907813236,6.118384431,15.44338244,38.42366617,11.24128686,37.43462805,238.4980612,1476.378122,126.3665302,0
56.91923561,40.47544952,15.86397267,13.29433818,2.23E-05,0.000102665,3.25E-05,0.000148894,0.408452211,0.147118306,0.092606809,0.103723783,3.066328525,1.893459475,0.891126954,0.991396941,9.402370624,3.585188784,0.794107248,0.982867894,0
15.28602902,12.00590974,9.989356438,13.34112074,0.000898117,1.08E-05,2.98E-05,1.73E-05,0.293037357,0.07849241,0.110279748,0.052953441,1.432179858,0.728988915,0.890222303,0.690005178,2.051139145,0.531424838,0.792495748,0.476107146,0
87.31548045,293.7820657,631.6139542,1393.001295,0.000145493,8.80E-06,0.000153335,5.73E-05,1.402419943,2.173583618,4.633095834,6.853641213,7.899681725,20.09771313,45.76363469,85.784847,62.40497135,403.9180729,2094.31026,7359.039975,0
11.61559671,13.91039217,20.35505724,14.4793295,2.38E-08,2.60E-07,1.42E-06,4.72E-08,0.212950755,0.052862834,0.093849653,0.052953498,1.104490826,0.665557585,1.033309475,0.765070103,1.219899985,0.442966899,1.067728472,0.585332262,0
63.35673167,113.664664,156.0309925,365.7323997,0.001022241,9.67E-06,5.01E-05,3.55E-06,0.925290178,0.669101212,1.030091756,1.540770632,5.011213591,7.05022907,10.78686308,20.22102942,25.11226165,49.70572994,116.356415,408.8900306,0
55.41751536,63.83074547,188.3126259,1929.345886,2.30E-06,7.61E-05,0.000322287,0.000848055,0.734600234,0.418399749,1.335276768,8.255815935,4.238868442,4.251140339,13.04180474,100.5461892,17.96800567,18.07219419,170.0886708,10109.53617,0
50.72517883,63.39052747,95.19858772,199.3896827,0.000753231,5.65E-05,5.99E-06,5.52E-07,0.669254631,0.431787515,0.734928737,0.871813199,3.692599188,4.045389964,7.176084631,11.6760434,13.63528876,16.36517996,51.49619064,136.3299894,0
43.90656573,17.32840775,66.68410501,240.6826173,2.07E-05,3.63E-06,1.40E-06,0.000119077,0.740278281,0.157536724,0.368357425,1.335215402,4.093647403,1.344932464,4.31294463,14.59090688,16.75794906,1.808843334,18.60149138,212.8945635,0
8.605519379,3.636440859,14.29096998,41.35993227,4.68E-05,2.79E-05,1.30E-05,0.000163441,0.155961627,0.038488297,0.093942253,0.200351114,0.815493336,0.293035417,0.969220719,2.246085711,0.665029381,0.085869756,0.939388801,5.044901021,0
4.943740092,7.06950295,15.80963697,38.65905893,3.05E-06,5.48E-08,2.74E-06,0.00013059,0.097341177,0.072979707,0.116387444,0.167625262,0.501232178,0.585645347,1.079220446,2.114229958,0.251233696,0.342980473,1.164716771,4.469968317,0
12.42192012,6.481521895,18.87045669,12.88836154,2.59E-07,2.51E-06,5.75E-06,1.68E-06,0.164713587,0.06506092,0.097120131,0.071493033,0.88606074,0.517282958,1.04189126,0.814197632,0.785103634,0.267581658,1.085537397,0.662917784,0
13.37597328,31.64265029,17.84266687,78.72124616,6.20E-07,3.46E-06,2.13E-06,1.38E-05,0.257314515,0.199664227,0.078432599,0.296412499,1.419690152,2.068510453,1.030411295,3.943370189,2.015520128,4.278735495,1.061747436,15.55016844,0
21.28482823,26.45252758,28.67295044,32.74379986,5.58E-07,2.97E-06,8.14E-07,0.000130231,0.337556304,0.171177194,0.117655575,0.206440982,1.96058264,1.688391752,1.479649625,2.236615803,3.84388429,2.85066671,2.189363012,5.002450248,0
21.83355198,45.75287607,110.6680256,274.2822542,9.51E-07,7.04E-07,1.60E-05,7.67E-06,0.561241634,0.325744308,0.397289372,1.502094552,2.527763194,3.112916946,5.189025385,17.49457422,6.389586767,9.690251912,26.92598445,306.060127,0
9.04998662,5.259872504,18.81898868,10.48682863,6.56E-05,2.30E-07,9.28E-09,3.09E-05,0.1680923,0.04786029,0.08710222,0.060547002,0.837370556,0.406626647,0.997726584,0.681951939,0.701189448,0.16534523,0.995458335,0.465058447,0
35.85267409,15.09389137,20.98944882,5.700686846,6.69E-05,1.29E-05,1.80E-06,4.95E-06,0.39724406,0.089873919,0.143993288,0.045116319,2.250490114,0.857391203,1.425131027,0.440085881,5.064705755,0.735119675,2.030998444,0.193675583,0
8.381002975,25.18057536,4.667132875,42.84278556,0.000161368,5.88E-06,3.24E-08,0.000227157,0.204187258,0.17732578,0.033862646,0.184311402,0.964387285,1.685719121,0.322217209,2.209037157,0.930042835,2.841648954,0.10382393,4.87984516,0
15.5716369,14.44491074,18.44275953,24.47837715,3.49E-07,5.63E-06,1.83E-05,9.79E-05,0.247693911,0.085839305,0.085279011,0.138076014,1.303927237,0.859097185,0.964812631,1.624177435,1.70022624,0.738047974,0.930863414,2.637952341,0
