28.30144007,65.71149316,54.22403336,367.7946818,7.74974E-10,3.08403E-09,8.36926E-08,1.91575E-06,0.202164635,0.231688427,0.198883542,0.545288949,1.325184695,2.419317737,2.275925385,9.30852546,1.756114477,5.853098313,5.17983636,86.64864624,0
6.989992505,46.44638389,117.7846457,631.1772107,2.64888E-08,2.1735E-07,7.30601E-07,3.91809E-05,0.063847615,0.123112031,0.291966427,1.37050786,0.359298002,1.423891345,4.031300388,21.21401653,0.129095054,2.027466564,16.25138281,450.0344972,0
13.77733612,24.16693142,94.57212313,169.8363798,2.08708E-08,1.83639E-08,1.24681E-09,8.40374E-06,0.09365842,0.097227454,0.204478185,0.344856347,0.672236669,1.087639316,2.89045239,4.838243062,0.451902139,1.182959281,8.354715021,23.40859593,0
12.52630714,20.43997125,58.75411024,281.4534735,1.77453E-06,2.73775E-07,2.41145E-05,8.19748E-07,0.066112175,0.059382781,0.179354834,0.576056347,0.4183237,0.701521133,2.266281043,8.702908888,0.174994718,0.492131901,5.136029767,75.7406231,0
23.28391306,55.07145443,85.67267883,418.8112328,3.73588E-08,5.27372E-06,9.43648E-07,2.30475E-05,0.141773899,0.20369331,0.231172641,0.692404452,0.954044805,2.101368806,3.007743692,11.31868951,0.91020149,4.415750858,9.04652212,128.1127322,0
12.67531419,23.99502526,84.40587991,317.223576,3.29888E-07,8.75385E-06,4.52816E-07,2.02581E-05,0.094729957,0.084341886,0.243277817,0.918324048,0.571784317,0.959649636,2.959249962,12.97399877,0.326937305,0.920927424,8.757160335,168.324644,0
65.43016222,122.3480855,247.7380636,315.3346262,3.62583E-05,1.03358E-06,3.27096E-05,2.925E-05,0.316567161,0.399529165,0.510166771,0.775502591,2.190136012,4.749104347,7.135100053,10.79342583,4.796695753,22.5539921,50.90965277,116.4980411,0
113.591858,66.31577744,93.37496565,426.5588786,6.35933E-06,1.19214E-05,5.84564E-06,1.57064E-06,0.378422394,0.250191475,0.281060352,0.901308313,3.112189128,2.824473106,3.50936268,13.73678505,9.685721167,7.977648325,12.31562642,188.6992635,0
4.571712182,10.74901065,71.45963442,239.1257079,1.00803E-06,3.5608E-07,1.24873E-07,2.05461E-06,0.029678638,0.048563927,0.188530957,0.483916566,0.185823461,0.510623852,2.462546893,7.601145096,0.034530359,0.260736718,6.064137201,57.77740677,0
10.07334232,19.30890674,18.56073955,143.8471944,1.19561E-07,1.28194E-05,3.08926E-06,3.8345E-07,0.082041165,0.099871627,0.077479152,0.414238492,0.488771404,0.977192762,0.833804336,5.427274244,0.238897485,0.954905693,0.69522967,29.45530571,0
47.29196899,61.44900785,215.9036582,528.4698014,2.16338E-06,3.56727E-07,3.31381E-05,7.60936E-06,0.256988621,0.206287664,0.470476516,1.200388991,1.636027898,2.219205565,6.838588799,18.52596495,2.676587283,4.924873339,46.76629676,343.2113774,0
124.9378877,265.786552,310.6864263,1200.428877,3.99052E-08,1.13934E-05,5.1234E-06,5.24813E-05,0.463988935,0.678275126,0.517268738,1.407312075,3.974056293,8.235320075,8.995288079,27.58113959,15.79312342,67.82049674,80.91520763,760.719261,0
6.806911363,12.73203591,33.9826724,144.079868,5.741E-09,4.08654E-06,1.15547E-06,1.41022E-06,0.059699719,0.056531166,0.088996086,0.358482007,0.362754026,0.606518783,1.178968961,5.074621275,0.131590483,0.367865034,1.38996781,25.75178109,0
86.59965876,475.3754635,359.5017474,674.7958331,3.5135E-06,2.44326E-07,3.2689E-06,2.34078E-05,0.437308615,0.671503274,1.042317575,1.603290862,2.928883319,10.01538291,13.31214574,23.41525902,8.578357497,100.3078948,177.2132242,548.2743549,0
